id,summary
10,"<|assistant|>
The purpose of this study is to evaluate the efficacy and safety of a new treatment approach for localized prostate cancer. The investigators hypothesize that a focal dose escalation on the dominant lesion (DIL) in the prostate, using SBRT, will improve the local control of the disease and reduce the risk of urinary and rectal toxicity.
The study is a prospective, single-arm, phase II study. The study population will consist of patients with localized prostate cancer, cN0 and cM0, intermediate or high-risk disease according to NCCN 2023. The intervention will be SBRT 36.25 Gy in 5 sessions of 7.25 Gy to the entire prostate (including seminal vesicles) with a DIL simultaneous integrated focal boost (SIB) up to 50 Gy in 5 sessions, with partial protection of the prostatic urethra and bladder trigone.
The primary endpoint of the study is biochemical progression-free survival, defined as Phoenix definition (PSA nadir +2 ng/ml). The secondary endpoints include local control, acute and late urinary and rectal toxicity, and patient reported outcomes and quality of life assessment."
11,"<|assistant|>
The purpose of this study is to evaluate the effectiveness of a serious game (SG) in improving the quality of life of children with asthma. The study will be conducted in two groups of children with asthma, one of which will play the SG while the other will not. The SG will be projected with a 4K projector and controlled by the child's movements, which will be tracked in markerless mode using Azure's Kinect sensor. The dynamics of SG will be adapted by considering real motor and physiological data acquired during each SG session via a wristband. The movements are: Side bending: Moving an obstacle to open a passage. High jump: Overcoming a low, frontal obstacle. Side lunge: Avoiding a side obstacle. Squat: Passing under a low, frontal obstacle. The study will last 6 months and will include questionnaires and interviews to assess the impact of the SG on the quality of life of children with asthma."
12,"<|assistant|>
The investigators will examine the neural and behavioral mechanisms of Pavlovian to Instrumental Transfer (PIT) in humans with alcohol use disorder (AUD) and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). The investigators will examine the neural and behavioral mechanisms of Pavlovian to Instrumental Transfer (PIT) in humans with alcohol use disorder (AUD) and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). The investigators will examine the neural and behavioral mechanisms of Pavlovian to Instrumental Transfer (PIT) in humans with alcohol use disorder (AUD) and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will examine the neural and behavioral mechanisms of PIT in humans with AUD and healthy controls (HC). PIT is a phenomenon in which the value of a stimulus is transferred from one context to another. In the present study, the investigators will"
13,"<|assistant|>
The investigators aim to recruit 130 infants, a target sample size determined based on retrospective data from all of the participating units. Examination of CPAP failure rates in babies < 28 weeks who were weaned off CPAP before 34 weeks CGA revealed a 62.5% failure rate, whereas those who remained on CPAP at or beyond 34 weeks CGA exhibited a 26.7% failure rate. Thus, the investigators selected 34 weeks CGA as the time point for maintaining CPAP in babies < 28 weeks GA. For infants > 28 weeks, the retrospective review demonstrated a 76% failure rate if weaned off CPAP before 32 weeks, while those who remained on CPAP at or beyond 32 weeks showed an 11% failure rate. Consequently, the investigators chose 32 weeks CGA as the designated time point for continuing CPAP in babies with a GA of 28-30 weeks. The sample size calculation employed a two-independent- study-group design with a primary endpoint of a binomial outcome (failed CPAP wean, yes/no). The investigators set the alpha error rate at 0.05 and power at 80%. To achieve a 50% reduction in the CPAP weaning failure rate, they aimed to enroll a total of 80 infants < 28 weeks and 50 infants 28-30 weeks (130 infants in total). Consent will be obtained after the eligible infant has been extubated or has been stable on NIS (defined as CPAP/NIMV/NIPPV- all modes of pressure reliant respiratory support) for over 72 hours. NIS is delivered via occlusive (Fischer & Paykel [F&P]) or non-occlusive (RAM TM/Nioflo TM) interfaces at any pressure and oxygen need. A standardized maintenance/weaning protocol will be implemented for the treatment group (standardized NIS wean) while the control group (routine care) will undergo weaning based on unit-specific practices. All infants in the treatment group will remain on CPAP until either 32 or 34 weeks CGA, depending on their GA age at birth. Infants born at 27 6/7 weeks or less will continue on CPAP until at least 34 weeks if they are in the treatment group, whereas infants born between 28 0/7 and 29 6/7 weeks will stay on CPAP until at least 32 weeks if they are in the treatment group. The weaning protocol in the treatment group will incorporate algorithms outlining stability criteria, failure criteria, and algorithms for registered nurses (RN) and respiratory therapists (RTs), including steps to take in such situations. The control group will be weaned according to the unit's or medical team's practices."
14,"<|assistant|>
The purpose of this study is to evaluate the efficacy and safety of frexalimab in adults with nonrelapsing secondary progressive multiple sclerosis (SPMS).

Inclusion criteria:
- Participants must have a previous diagnosis of relapsing-remitting multiple sclerosis (RRMS) in accordance with the 2017 revised McDonald criteria.
- Participants must have a current diagnosis of SPMS in accordance with the clinical course criteria revised in 2013 endorsed by an Adjudication Committee.
- Participants must have documented evidence of disability progression observed during the 12 months before screening.
- Participants must have an EDSS score at screening from 3.0 to 6.5 points, inclusive.
- Contraceptive use by men and women should be consistent with local regulations regarding the methods of contraception for those participating in clinical studies.

Exclusion criteria:
- Participants with a history of infection or at risk for infection.
- Participants with psychiatric disturbance or substance abuse.
- Participants with a history or presence of disease that can mimic MS symptoms.
- Participants with sensitivity to any of the study interventions, or components thereof, or have a drug or other allergy that, in the opinion of the Investigator, contraindicates participation in the study.
- Participants who were previously exposed to frexalimab.

Design details:
- Primary purpose: Treatment
- Allocation: Randomized
- Intervention Model: Parallel Assignment
- Masking: Quadruple

Arms and Interventions:
- Experimental: Frexalimab
  - Frexalimab IV administration
  - Matching placebo
  - IV, as per respective label
- Placebo Comparator: Placebo
  - Matching placebo
  - IV, as per respective label

What is the study measuring?
Primary Outcome Measures:
- Time to onset of composite confirmed disability progression (cCDP) confirmed over 6 months
  - Defined as Increase from the baseline expanded disability status scale (EDSS) score of ≥1.0 point when the baseline is <5.5, or ≥0.5 point when the baseline is ≥5.5, OR Increase of ≥20% from the baseline time in the 9 hole peg test (9HPT),OR Increase of ≥20% from the baseline time in the timed 25 foot walk (T25FW) test

Secondary Outcome Measures:
- Time to onset of composite cCDP confirmed over 3 months
- Time to onset of individual components of the composite, confirmed over 3-months or 6-months
- Time to onset of confirmed disability improvement (CDI)
- Number of new and/or enlarging T2hyperintense lesions per scan as detected by MRI, and number of new and/or enlarging T2-hyperintense lesions per month
- Percent change in brain volume loss as detected by MRI scans at the end of study (EOS) compared to Month 6
- Change in cognitive function at the EOS compared to baseline as assessed by symbol digit modalities test (SDMT)
- Change from baseline in multiple sclerosis impact scale 29 version 2 (MSIS-29v2) questionnaire scores over time
- Change from baseline in patient reported outcome measurement information system (PROMIS) Fatigue multiple sclerosis (MS)-8a over time
- Annualized relapse rate during the study period assessed by protocol defined adjudicated relapses
- Number of participants with adverse events, SAEs, AEs leading to permanent study intervention discontinuation and AE of special interests (AESIs)
- Number of participants with potentially clinically significant abnormalities (PCSAs) in laboratory tests, ECG, and vital signs during the study period
- Number of participants with antibody over time
- Change from baseline in serum Ig levels over time
- Change from baseline in plasma neurofilament light chain (NfL) levels over time
- Frexalimab plasma concentration over time

 Terms related to the study:
- The purpose of this study is to evaluate the efficacy and safety of frexalimab in adults with nonrelapsing secondary progressive multiple sclerosis (SPMS)."
15,"<|assistant|>
Cleft lip and palate is the most common congenital defect of the head and neck. The first known cleft-lip repair was a straight-line suture and a simple cut along the cleft borders, followed by a curved incision to lengthen the lip. The Millard rotation-advancement approach was created to align the scar with the philtral column naturally occurring. The Cupid's bow is distorted and the white roll up is pulled up by scar contracture. Mishra modified Millard's technique to create the vermilion and white roll on the medial lip segment. The aim of this study is to compare the surgical outcomes of the modified Millard and Mishra techniques in unilateral cleft lip repair."
16,"<|assistant|>
Diverticular disease is a common condition in western countries with relatively uncommon complications. Fistulae complicating diverticulitis are the result of a localized perforation into adjacent viscera, and occur in 4-23% of patients hospitalized for diverticular disease. The types of fistulae include colovesical, colovaginal, colotubal, coloenteric, and colocutaneous fistulae. Colocutaneous fistulae occur very rarely, accounting for 1-4% of the total number of fistulae complicating colonic diverticular disease. Herein we describe a case of a fistula connecting the sigmoid colon with the left flank-lower lumbar area, due to diverticulitis of the sigmoid colon. A new over-the-scope clip system, called OTSC (Ovesco Endoscopy, Tübingen, Germany), appeared on the market about 3 years ago. The system consists of a nitinol clip loaded at the tip of the endoscope that can capture a large amount of tissue and compress the lesion until healed. Results from animal models and initial clinical use support the efficacy of OTSC closure in the treatment of gastrointestinal bleeding; its role in the management of iatrogenic perforations in humans is less defined, and reports on its use in treating colorectal postsurgical leaks and fistulas are anecdotal. Here we report on the use of OTSC in the endoscopic treatment of colo-cutaneous fistula as acomplication of acute diverticulitis . Rationale: As endoscopy is less invasive maneuver and can be done without general anathesia , so we will try to close the fistula due to acute diverticulitis with OVASCO clip , to avoid major surgery with also high incidence of recurrence again . there is only one clinical trial for this resons , so we will try to achieve result to concolude the use of endoscopy in management GIT fistulas. Research question: Is Endoscopic Management Of Controlled Colo-cutaneous Fistula As A complication of Acute Diverticulitis Effective? Hypothesis: Yes The Endoscopic Management Of Low Output Recurrent Colonic Fistula After Anterior Resection For Rectal Cancer Is Effective . Aim of the work Management Of Controlled Colo-cutaneous Fistula As A complication of Acute Diverticulitis & reducing the morbidity & mortality Endoscopically. Objectives To evaluate the advantages and safety of Endoscopic Management Of Controlled Colo-cutaneous Fistula As A complication of Acute Diverticulitis. To evaluate the effect of Endoscopic Management Of Controlled Colo-cutaneous Fistula As A complication of Acute Diverticulitis in reducing morbidity and postoperative hospital stay. Subjects and Methods Technical design: A- Site of the study: The investigators included all patients who were presented to General Surgery Department with Controlled Colo-cutaneous Fistula As A complication of Acute Diverticulitis at Zagazig University hospital between (December 2020 to August 2023). B- Sample size: The sample size was calculated by using open Epi program depending on the following data ; confidence interval 95% , power of the test 80% , ratio of unexposed/ exposed 1 , the success rate of surgical repair versus endoscopic repair was 89 % versus 71 % respectively. Odd ratio 3.3 , and risk ratio 1.3 , so the calculated sample size equal 66 patients divided into two equal groups. c- Sample selection: Included patients were randomized at a 1:1 ratio to Endoscopic Group, EG or Surgical Group , SG via the drawing of sealed envelopes containing computer-generated random numbers prepared by a third party before the start of the intervention.(simple random sample). D- Subjects: Patients will be divided into 2 groups in accordance type of preoperative Therapy : Group 1: Endoscopic Group, EG included 33 patients. Group 2: Surgical Group , SG included 33 patients. Inclusion criteria: Patients with Controlled Colo-cutaneous Fistula As A complication of Acute Diverticulitis , recurrent fistula .failued conservative meaures . patient with good general condition (ASA"
17,"<|assistant|>
Heart failure (HF) is a chronic condition where the heart muscle is no longer able to supply the body with enough oxygen and nutrients. This can lead to fatigue and poor quality of life. Often, people do not know they have heart failure until they end up in hospital. This study wants to improve the screening of heart failure and identify patients at risk for heart failure earlier. This will help determine if early-screening and treatment can help prevent further decline in these patients. This is a randomized, un-blinded study comparing usual care to an intervention group receiving early heart failure testing. Pre-screening will be performed using extracted primary care electronic health records with the case finding algorithm based on the inclusion and exclusion criteria. An invitation letter will be send to prospective patients which include a registration telephone number and link to dedicated study website. The invitation for contact will adopt an opt out approach (ask the potential participant to contact the coordinating centre if they do not wish to be contacted). Potential participants not opting out, or opting in, within 2 weeks of invitation mailing will be sent a patient information package along with follow up contact by research team. Consented participants will be randomized either to usual care or interventions group and followed for six months. Intervention group will have NT-proBNP drawn and those with an elevated NT-proBNP (>125pg/mL) will have a study visit with assessments to include, physical examination, electrocardiogram and study AI echocardiogram."
18,"<|assistant|>
The purpose of this study is to evaluate the effects of Propofol dose according to lean body weight by evaluating patients with bodymass index below 35. Patients who will be induction of anesthesia with propofol will have a body analysis with Tanita before the operation. Patients' height, weight, age, gender and other general information will be recorded. Total body weight (TBW), ideal body weight (IBW) and lean body weight (LBW) of the patients will be calculated. Patients over the age of 18 who will be operated under general anesthesia for 2-6 hours will be included. Patients with propofol allergy or contraindicated to propofol are included in the study. In order to decide and try the most appropriate weight-based scalar for propofol dosing for anesthesia induction to be evaluated by specifying patients who need additional propofol during intubation in the study, Ingrande et al. 80 patients with a mean body mass index [BMI] between 18-35 and Bispectoral index (BIS). ) monitorization, propofol infusion (100 mg/kg/hour) will be started according to total body weight, and the infusion will be stopped with a BIS value between 50 and 40, and the elapsed time will be recorded. Routine anesthesia applications will be performed with neuromuscular blocker applied. The total dose of Propofol given; the dose applied to kilograms will be calculated according to TBW, IBW and LBW. And the relationship between the doses given and the body mass index will be evaluated. In our study, we aimed to evaluate the effects of Propofol dose according to lean body weight by evaluating patients with bodymass index below 35."
19,"<|assistant|>
This study is a prospective cohort design. Subjects exposed to letermovir for CMV prophylaxis following heart or lung transplantation will be compared with those who received standard valganciclovir prophylaxis in the two years before the study began (referred to as the pre-intervention period). The goal is to evaluate the efficacy and tolerability of letermovir."
20,"<|assistant|>
The PHYSIOSCORE is a clinical tool developed to assess the complexity level and physical therapy care in hospitalized patients. The PHYSIOSCORE is composed of 106 items divided into three domains: respiratory, imaging, and neuromuscular. The respiratory domain consists of six items for patients with spontaneous breathing or noninvasive mechanical ventilation and six items for patients on invasive mechanical ventilation. The imaging domain is divided into four segments: pulmonary parenchyma, pleura, vascular plot, and expandability. The neuromuscular domain consists of six items: neuropsychological, muscle strength and tone, postural control, neuromotor coordination, and walking. The PHYSIOSCORE was developed and validated in a sample of 110 patients hospitalized for clinical or surgical cardiac conditions. The interrater agreement and reliability were established following a prospective and observational single-center study. The PHYSIOSCORE was applied to assess the level of attention and complexity of physical therapy care by one professional. Then, a second physical therapist with at least five years of experience performed respiratory and neuromuscular physical therapy. The time spent evaluating respiratory and neuromuscular physical therapist care and registering electronic medical records were all timed. The PHYSIOSCORE was also applied to assess the level of attention and complexity of physical therapy care by one professional. Then, a second physical therapist with at least five years of experience performed respiratory and neuromuscular physical therapy. The time spent evaluating respiratory and neuromuscular physical therapist care and registering electronic medical records were all timed."
21,"<|assistant|>
The purpose of this study is to evaluate the feasibility of selective adjuvant therapy for patients with human papillomavirus (HPV) or its surrogate marker p16, positive oropharyngeal squamous cell carcinoma (hereafter p16+OPSCC) based on residual circulating tumor DNA (ctDNA) levels. The investigators propose use of ctDNA clearance to identify patients who are optimal for observation post-TORS. This protocol tests the hypothesis that patients currently recommended for adjuvant RT based on intermediate risk factors can be observed post-TORS when ctDNA is cleared. Patients with p16+OPSCC who are candidates for surgery (TORS) and have positive ctDNA will be offered registration for the study prior to surgical resection. After TORS, all patients will have ctDNA drawn within 2-14 days post operatively. Combined with pathological criteria, all patients will be stratified into one three risk groups; low risk, intermediate risk, high risk. The low risk group will be observed (no radiation) per standard of care (SOC). The intermediate group (intermediate pathological features and negative ctDNA) will also be observed (no radiation) per the experimental arm. The high risk group will receive adjuvant treatment (RT +/- chemotherapy) per SOC."
22,"<|assistant|>
The purpose of this study is to compare the efficacy and safety of ultra-hypofractionated whole breast irradiation (WBI) and partial breast irradiation (PBI) in patients with early-stage breast cancer. The study will be conducted as a single-institution prospective phase 2 trial.
The study will include 100 patients with early-stage breast cancer who will be randomized to receive either WBI or PBI. The primary endpoints of the study are acute and late toxicity. The secondary endpoints include local-regional control, disease-free survival, overall survival, distant metastasis occurrence, cosmetic outcome, and quality of life assessment.
The study will provide valuable information on the efficacy and safety of ultra-hypofractionated WBI and PBI in patients with early-stage breast cancer."
