id,summary
10,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Fractionated Stereotactic Ablative Body Radiotherapy (SBRT) With Focal Dose Escalation on Dominant Lesion in Localized Prostate Cancer

Objective: To evaluate the safety and efficacy of SBRT with focal dose escalation on dominant lesion (DIL) in patients with localized prostate cancer.

Design: Single-arm, open-label study with 5 fractions of SBRT delivered to the entire prostate and a simultaneous integrated focal boost (SIB) to the DIL.

Eligibility: Patients with histologically confirmed adenocarcinoma of the prostate, primary localized disease, and intermediate or high-risk disease according to NCCN 2023.

Intervention: SBRT with focal boost delivered to a dose of 36.25 Gy in 5 fractions to the entire prostate and up to 50 Gy in 5 fractions to the DIL.

Primary Outcome Measures: Biochemical progression-free survival (PSA nadir +2 ng/ml) at 3 years and local control (disappearance of suspicious image on mpMRI) at 12 months.

Secondary Outcome Measures: Incidence and severity of acute and late urinary and rectal treatment-related adverse events, patient-reported outcomes and quality of life assessment using the EPIC-26 short form and IPSS."
11,"assistant

The SMILER study aims to evaluate the effectiveness of a serious game (SG) as an emerging e-health intervention for young people with neurologic or respiratory disorders, specifically asthma. The study involves 12-17 year olds with controlled asthma, who will be randomly assigned to either a group that receives the SG intervention or a control group that follows the standard treatment plan.

The SG is a running game that uses a 4K projector and Kinect sensor to track the child's movements and adapt the experience based on their motor skills and physiological data. The game includes exercises such as side bending, high jump, side lunge, and squat to help children with asthma maintain an aerobic zone.

The primary outcome measures are the Pediatric Quality of Life Inventory (PedsQL) and the Skills and Difficulties Questionnaire (SDQ-Ita), which will be assessed at 6 months. The secondary outcome measure is the Conserved Transcriptional Response to Adversity (CTRA), also assessed at 6 months.

Exclusion criteria include flare-ups requiring oral corticosteroids, recent use of leukotriene receptor antagonists or therapy, respiratory infections, and various medical conditions. The study aims to evaluate the effectiveness of the SG in improving quality of life and asthma management in young people with asthma."
12,"assistant

The study ""Cue Effects in Human Addiction: Pavlovian to Instrumental Transfer"" aims to investigate the effects of acute and chronic stress on Pavlovian to Instrumental Transfer (PIT) in individuals with mild to moderate alcohol use disorder (AUD) and healthy controls. PIT is a process where a previously learned association between a stimulus and a reward influences subsequent behavior. The study consists of three experiments, each with a different design and focus.

Experiment 1 assesses the effects of acute and chronic stress on PIT in AUD individuals and healthy controls. The study uses a 2x2 design, with stress or no stress induction and AUD or healthy control groups. The primary outcome measures include neural PIT effects, behavioral PIT effects, and chronic stress levels.

Experiment 2 explores the relationships between PIT, cognitive control, and substance use disorders. The study uses a 2x3 factorial design, with AUD and non-AUD groups, and daily smokers, non-daily smokers, and non-smokers. The primary outcome measures include interference costs, PIT effects, and associations between PIT effects and substance use disorder symptoms.

Experiment 3 investigates the effects of outcome-specific PIT on behavior and neural activity. The study uses a full PIT paradigm, which includes primary reinforcers and Pavlovian stimuli. The primary outcome measures include behavioral PIT effects, neural PIT effects, and associations between PIT effects and substance use disorder symptoms.

The study also includes secondary outcome measures, such as saliva cortisol concentrations, alcohol consumption after 12 months, and cognitive control measures. The study aims to provide insights into the neural mechanisms underlying PIT and its relationship to substance use disorders, as well as the effects of stress on PIT."
13,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Flow and Grow - The Ideal Time to Wean CPAP Off In Extremely Low Birth Weight Infants

Study Overview:
This is a multicenter, non-blinded, randomized control trial involving premature neonates born between 23 0/7 and 29 6/7 weeks gestational age. The study aims to investigate the effectiveness of a standardized maintenance/weaning protocol for CPAP in extremely low birth weight infants.

Objectives:
The primary objective is to reduce the CPAP weaning failure rate by 50% compared to standard unit-specific practices. Secondary objectives include evaluating the rates of bronchopulmonary dysplasia, use of postnatal steroids, and other respiratory outcomes.

Design:
The study is a randomized, parallel-group design with two arms: the treatment group (standardized NIS wean) and the control group (routine care). Infants in the treatment group will remain on CPAP until either 32 or 34 weeks CGA, depending on their gestational age at birth. The control group will be weaned according to unit-specific practices.

Primary Outcome Measure:
The primary outcome measure is the number of participants with CPAP/NIS weaning failure, defined as needing more support and/or increased sleep stimulation events after weaning off CPAP/NIS.

Secondary Outcome Measures:
Secondary outcomes include rates of bronchopulmonary dysplasia, use of postnatal steroids, and other respiratory outcomes, as well as feeding performance, nosocomial infections, and retinopathy of prematurity.

Participation Criteria:
Eligible participants must be admitted to the NICU at one of the participating centers, born at less than 30 weeks GA, and have informed parental consent obtained. Exclusion criteria include known congenital anomalies or complications that require long-term support.

Study Plan:
The study will enroll 130 infants and will take place over a period of approximately 4 months. The study will be conducted at four Neonatal Intensive Care Units (NICUs) within the Rady Children's/University of California, San Diego network."
14,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Efficacy and Safety Study of Frexalimab (SAR441344) in Adults With Nonrelapsing Secondary Progressive Multiple Sclerosis

Objective: To evaluate the efficacy and safety of Frexalimab (SAR441344) compared to placebo in adults with nonrelapsing secondary progressive multiple sclerosis (SPMS).

Design: Randomized, double-blind, parallel-group, placebo-controlled, Phase 3 trial.

Population: Adults aged 18-60 years with a previous diagnosis of relapsing-remitting multiple sclerosis (RRMS) and a current diagnosis of SPMS, with documented evidence of disability progression and no clinical relapses for at least 24 months.

Interventions: Participants will receive either Frexalimab (SAR441344) or placebo via intravenous infusion, along with MRI contrast-enhancing agents.

Primary Outcome Measure: Time to onset of composite confirmed disability progression (cCDP) confirmed over 6 months.

Secondary Outcome Measures: Include time to onset of individual components of the composite, confirmed over 3- or 6-months, as well as measures of disability improvement, MRI lesion activity, brain volume loss, cognitive function, and patient-reported outcomes.

Duration: The study will last for approximately 5 years, with participants undergoing assessments at regular intervals.

This summary captures the key aspects of the trial, including the objective, design, population, interventions, primary and secondary outcome measures, and duration."
15,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Comparative Study Between Modified Millard and Mishra Technique in Unilateral Cleft Lip Repair: a Randomised Controlled Study

Objective: To compare the outcomes of modified Millard and Mishra techniques in repairing unilateral cleft lip in infants aged 2-6 months.

Population: Infants with unilateral isolated cleft lip, aged 2-6 months, with incomplete and complete cleft lip.

Interventions: The study will randomly assign 21 patients to three groups: a control group, a group receiving the Mishra technique repair, and a group receiving the modified Millard technique repair.

Primary Outcome Measures: Surgical repair unilateral cleft lip measurements, including vertical lip height, horizontal lip length, and philtral length, will be assessed at 3 months post-operative.

This randomized controlled study aims to compare the effectiveness of two surgical techniques in repairing unilateral cleft lip in infants, with the goal of achieving a symmetrical lip and restoring the face's natural appearance and functional structure."
16,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Endoscopic Management of Controlled Colo-cutaneous Fistula as a Complication of Acute Sigmoid Diverticulitis: A Randomized Controlled Trial

Objective: To evaluate the effectiveness and safety of endoscopic management of colo-cutaneous fistula as a complication of acute sigmoid diverticulitis using the OTSC (Ovesco Endoscopy) clip system.

Methodology: A randomized controlled trial was conducted at Zagazig University hospital between December 2020 and August 2023. Sixty-six patients with controlled colo-cutaneous fistula due to acute sigmoid diverticulitis were randomly assigned to either an endoscopic group (EG) or a surgical group (SG). The endoscopic group underwent endoscopic management of the fistula using the OTSC clip system, while the surgical group underwent sigmoid resection with primary anastomosis.

Primary Outcome Measure: Incidence of recurrence of fistula within one week after endoscopy.

Secondary Outcome Measures: Incidence of side effects of endoscopy within one month after surgery.

Inclusion Criteria: Patients with controlled colo-cutaneous fistula due to acute sigmoid diverticulitis, recurrent fistula, and failed conservative measures, with good general condition (ASA I&II).

Exclusion Criteria: Patients with high output fistula, poor general condition (ASA III&IV&V), and those who responded to conservative measures.

The study aimed to investigate the effectiveness of endoscopic management of colo-cutaneous fistula as a complication of acute sigmoid diverticulitis and to reduce morbidity and mortality endoscopically."
17,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Multidisciplinary Approach for High Risk Patients Leading to Early Diagnosis of Canadians in Heart Failure

Objective: To improve the screening of heart failure and identify patients at risk for heart failure earlier, with the goal of determining if early screening and treatment can help prevent further decline in these patients.

Design: Randomized, un-blinded study comparing usual care to an intervention group receiving early heart failure testing.

Eligibility Criteria: Patients aged 40 years or older with at least two additional risk factors for heart failure, including coronary artery disease, diabetes, atrial fibrillation, and others.

Intervention: The intervention group will receive NT-proBNP testing, AI echocardiogram, electrocardiogram, and cardiovascular physical examination if their NT-proBNP level is elevated.

Primary Outcome Measures: The number of participants diagnosed with heart failure, number of outpatient HF visits, number of urgent HF visits, and number of HF hospitalizations.

Secondary Outcome Measures: The incidence of prescription for guideline-recommended HF therapies in patients diagnosed with HFrEF and HF events in HFrEF.

This study aims to identify patients at high risk for heart failure and provide early screening and treatment to prevent further decline."
18,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

This is a prospective, observational study aiming to evaluate the effects of propofol dosing based on lean body weight (LBW) in patients undergoing general anesthesia for 2-6 hours. A total of 80 patients with a mean body mass index (BMI) between 18-35 will be included. Patients will undergo body analysis with Tanita before the operation to calculate total body weight (TBW), ideal body weight (IBW), and LBW. Propofol infusion will be started according to TBW and stopped when the Bispectral Index (BIS) value reaches 50-40. The total dose of propofol given will be calculated according to TBW, IBW, and LBW, and the relationship between the doses given and BMI will be evaluated. The primary outcome measure is the ratio of propofol dose with sufficient depth of anesthesia according to total and lean body weight."
19,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Open Label Trial of Oral Letermovir for CMV Prophylaxis in Thoracic Transplant Recipients

Objective: To evaluate the efficacy and tolerability of oral letermovir for CMV prophylaxis in heart and lung transplant recipients.

Design: Prospective cohort design comparing subjects who received letermovir for CMV prophylaxis with those who received standard valganciclovir prophylaxis in the pre-intervention period.

Eligibility Criteria: Heart or lung transplant recipients, CMV seropositive, able to start oral CMV prophylaxis within 14 days of transplantation, and meet other inclusion and exclusion criteria.

Intervention: Letermovir 480 MG (Prevymis) for CMV prophylaxis in thoracic organ transplant recipients.

Primary Outcome Measures: CMV viral load, proportion of days during which appropriately renally-dosed prophylaxis was administered.

Secondary Outcome Measures: Frequency of acute cellular rejection, proportion of subjects who develop CMV resistance, neutropenia, severe thrombocytopenia, unplanned discontinuation of MMF or azathioprine, and incorrect renal dosing.

Duration: Up to 365 days, depending on organ transplanted and donor and recipient CMV status."
20,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The study aimed to develop and validate the PHYSIOSCORE, a scale to assess the complexity level and physical therapy care in hospitalized patients with heart and lung diseases. The PHYSIOSCORE consists of 106 items, divided into three domains: respiratory, imaging, and neuromuscular. The scale was developed and validated through a three-phase process: Phase 1 involved a committee of physical therapists reviewing and classifying variables used in clinical practice; Phase 2 assessed the interrater reliability and concordance of the scale; and Phase 3 conducted a clinical validation of the instrument. The study included 110 patients with cardiac or surgical conditions, who were assessed by two physical therapists at different times during hospitalization. The primary outcome measures were respiratory and neuromuscular variables, including lung function, breath sounds, PaO2/FiO2 ratio, muscle strength, and postural control. The study aimed to establish the PHYSIOSCORE as a reliable and valid tool for assessing the complexity level and physical therapy care in hospitalized patients."
21,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Selective Adjuvant Therapy for HPV-mediated Oropharynx SCCs Based on Residual Circulating Tumor DNA Levels (SAVAL)

Objective: To evaluate the safety and efficacy of a selective adjuvant therapy approach for patients with HPV-mediated oropharynx squamous cell carcinoma (OPSCC) based on residual circulating tumor DNA (ctDNA) levels.

Design: This is a single-arm, open-label, phase II trial enrolling patients with p16+ OPSCC who are candidates for surgery (TORS) and have positive ctDNA levels.

Inclusion Criteria: Patients with p16+ OPSCC, clinical stage T0-3, N0-N1, and M0 disease, and positive ctDNA levels prior to surgery.

Exclusion Criteria: Patients with distant metastasis, prior invasive malignancy, prior systemic chemotherapy, prior radiotherapy to the region of the study cancer, or active drug or alcohol dependency.

Intervention: Patients will undergo TORS and observation on the experimental arm of the study. Those with intermediate risk features and negative post-operative ctDNA will be observed without adjuvant radiation therapy.

Primary Outcome Measure: Progression-free Survival (PFS) at 2 years post-last treatment.

Secondary Outcome Measures: Rate of Recurrence, Rate of Salvage, Locoregional recurrence (LRR), Overall Survival (OS), Freedom from Distant Metastases (FFDM), and patient-reported outcomes (PRO) such as xerostomia, dysphagia, and quality of life.

This trial aims to reduce acute and long-term side effects associated with current treatment approaches while maintaining excellent oncologic outcomes for patients with HPV-mediated OPSCC."
22,"assistant

This is a single-institution, prospective, phase 2 clinical trial comparing ultra-hypofractionated whole breast irradiation (WBI) to partial breast irradiation (PBI) in women with breast cancer who have undergone breast-conserving surgery. The study aims to evaluate the acute and late toxicity of the two radiotherapy regimens, as well as their effects on local-regional control, disease-free survival, overall survival, distant metastasis occurrence, cosmetic outcome, and quality of life. The study population includes women aged 50 years or older with invasive ductal carcinoma, tumor size ≤ 3 cm, R0 resection, and no evidence of lymphovascular invasion or extensive intraductal component. The trial uses a randomized, open-label design with two arms: ultra-fractionated PBI and ultra-fractionated WBI. The primary outcome measures are acute and late toxicity, while secondary outcome measures include local-regional control, disease-free survival, overall survival, distant metastasis occurrence, cosmetic outcome, and quality of life."
23,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The study, ""Evaluating Patient-Reported Outcomes and Wearable Data Among Individuals With Relapsed/Refractory Multiple Myeloma,"" aims to explore the use of digital health coaching and wearable data to inform a more complete understanding of the impact of multiple myeloma on symptom burden, health self-efficacy, and financial, physiologic, and psychosocial well-being among patients with relapsed or refractory multiple myeloma. The study will enroll 100 patients and provide them with a digital health coaching program and a Fitbit device for activity tracking. The primary outcome measure is the feasibility of the digital health coaching intervention, and secondary outcome measures include changes in self-efficacy and symptom burden. The study aims to establish the feasibility of a digital health coaching intervention for individuals with relapsed or refractory multiple myeloma and provide insights into their symptom burden, health self-efficacy, and well-being through the integration of patient-reported, wearable, and clinical data."
24,"assistant

This is a 4-week pilot study to investigate the effect of a dietary supplement, WholeFiberTM, on inflammation, gut microbiota, and complaints in patients with Inflammatory Bowel Diseases (IBD), specifically Ulcerative Colitis (UC) and Crohn's Disease (CD). The study aims to explore the effect of a 10-20 g/day WholeFiberTM intervention on fecal calprotectin, IBD complaints, quality of life (QoL), serum inflammatory markers, gut microbiota, and short-chain fatty acid (SCFA) levels.

Twelve patients with mild to moderate IBD complaints will be included, with 6 patients with UC and 6 patients with CD. The patients will receive 1 sachet of 10g WholeFiberTM for the first 2 weeks and 2 sachets of 10g WholeFiberTM per day for the last 2 weeks. The primary outcome measure is the change in fecal calprotectin levels after the 4-week intervention.

Secondary outcome measures include changes in IBD complaints, QoL, stool consistency, stool frequency, fecal microbiota composition, SCFA levels, serum inflammatory markers, and oxidative stress. The study will also assess the feasibility and acceptance of the WholeFiberTM intervention in this population.

The study will provide valuable insights into the potential benefits of WholeFiberTM as a dietary supplement for patients with IBD and its effects on inflammation, gut microbiota, and QoL."
25,"assistant

This randomized clinical trial aims to evaluate the efficacy of porcine acellular dermal matrix (PADM) in combination with coronally advanced flap (CAF) for the treatment of localized gingival recessions. The study includes 18-60 year old patients with localized gingival recessions (3-5mm in height) and at least 2mm of keratinized tissue width. Patients are randomly assigned to either the active comparator group receiving CAF alone or the experimental group receiving CAF associated with PADM. The primary outcome measure is recession reduction, evaluated at baseline, 6 months, and 12 months. Secondary outcome measures include thickness of keratinized tissue evaluation at the same time points."
26,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

This is a longitudinal crossover clinical trial aiming to compare the effects of physical exercise performed through virtual reality games versus conventional physical exercise on heart rate variability modulation in chronic renal patients during hemodialysis sessions. The trial consists of two groups: Group A, which performs virtual reality exercises, and Group B, which performs conventional physical exercise on a cycle ergometer. Each group undergoes 10 interventions, with a 1-week washout period in between, during which they switch exercises. The primary outcome measure is heart rate variability behavior during interventions, while secondary outcomes include blood pressure, heart rate, respiratory rate, and oxygen saturation. The trial aims to determine the relative effectiveness of virtual reality exercise compared to conventional exercise in improving heart rate variability modulation in chronic renal patients during hemodialysis sessions."
27,"assistant

This clinical trial aims to investigate the relationship between ventilatory variability and dyspnea in patients undergoing invasive mechanical ventilation during a weaning trial. The study will assess the presence and intensity of dyspnea using the MV-RDOS scale and VAS-D, respectively. Ventilatory variability will be measured using two indices: the coefficient of variation (CV) of chest expansion and the H1/DC component of the respiratory signal. The study will also collect surface electromyography (EMG) signals from extra-diaphragmatic inspiratory muscles. The primary outcome measures are clinically significant dyspnea defined by D-VAS > 30 mm and MV-RDOS ≥ 2.6. The study will enroll 100 patients, including 50 communicative and 50 non-communicative patients, and will compare the variability indices and EMG signals between patients with clinically significant dyspnea and those without. The study will also assess the performance of the variability indices and MV-RDOS in predicting dyspnea and failure of the weaning trial."
28,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Randomized Control Trial Comparing the Outcome of a Modified Mini-incision Approach Versus the Conventional Approach for Carpal Tunnel Release

Objective: To compare the effectiveness of a modified mini-incision approach versus the conventional approach for carpal tunnel release in patients with primary carpal tunnel syndrome (CTS).

Methods: This randomized controlled trial will enroll patients with primary CTS who have failed conservative treatment. Patients will be randomly assigned to either a mini-incision group or a conventional incision group. The mini-incision group will undergo a modified mini-incision approach, while the conventional incision group will undergo a traditional incision approach. Patients will be followed up at 2 weeks, 1 month, 3 months, and 6 months post-decompression to assess improvement in symptoms, postoperative complications, scar effect, and recurrence of symptoms.

Primary Outcome Measure: Improvement in carpal tunnel syndrome associated pain, measured using the visual analogue scale (VAS) at 6 months postoperative.

Secondary Outcome Measures: Pillar pain, recurrence of neuropathic symptoms, operative time, and scar effect, measured at various time points postoperatively.

Eligibility Criteria: Patients with primary CTS, aged 18-65 years, with EMG-and NCS-proved median neuropathy at the wrist, and failed conservative treatment. Exclusion criteria include presence of proximal radiculopathy, previous history of cervical spondylosis, inflammatory joint disease, and other hand pathology."
29,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Effectiveness of an Intervention Using Observation/Action Therapy Among Patients With Mild Cognitive Impairment

Objective: To investigate the effectiveness of Action Observation Therapy (AOT) in improving cognitive status, upper limb function, activities of daily living (ADL), gait, and balance in patients with mild cognitive impairment (MCI).

Design: A randomized, open-label trial with three arms: (1) patients with MCI observing a therapist, (2) patients with MCI observing individuals without cognitive impairment, and (3) a control group receiving standard treatment.

Intervention: A 5-week exercise program based on observation and action, focusing on strengthening, balance, and functional exercises to improve gait. The program will be progressive each week, with sessions lasting 20-30 minutes, three days a week.

Outcome Measures:

* Changes in cognitive impairment (Montreal Cognitive Assessment)
* Changes in ADL (Barthel index)
* Changes in functionality (Fugl-meyer scale)
* Changes in upper limb dexterity (Box and block test)
* Changes in balance (Berg Balance Scale)
* Changes in gait (10 Meters Walking Test)

Population: Patients with MCI (65-100 years old) and individuals without cognitive impairment (65-100 years old).

This study aims to determine the effectiveness of AOT in improving cognitive and motor function in patients with MCI, as well as to compare the outcomes between patients observing a therapist, patients observing individuals without cognitive impairment, and the control group."
30,"assistant

This clinical trial aims to evaluate the effectiveness of central line placement using an ultraportable ultrasound device compared to the standard method. The study will enroll patients aged 18 years and older who require a right or left jugular central venous line placement in the preoperative or ICU setting. The patients will be randomly assigned to either the experimental arm, where the central line will be placed using the ultraportable ultrasound device, or the sham comparator arm, where the standard central line placement method will be used. The primary outcome measure is the length of the procedure, defined as the time from the start of the ultrasonographic scan to the fixation of the catheter to the skin, with a time frame of 1 day. The study aims to assess the effectiveness of the ultraportable ultrasound device in reducing the time required for central line placement."
